class_id,class_name,current_package,is_misplaced,confidence,reasoning,suggested_package,evidence,method_used,analysis_time,analysis_timestamp
ConditionService,ConditionService,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
any,any,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
DatatypeService,DatatypeService,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
DiagnosisService,DiagnosisService,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
any,any,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
DuplicateConceptNameException,DuplicateConceptNameException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
DuplicateIdentifierException,DuplicateIdentifierException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
EditedOrderDoesNotMatchPreviousException,EditedOrderDoesNotMatchPreviousException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
EncounterService,EncounterService,org.openmrs.api,True,0.8,Class name 'EncounterService' suggests service functionality,service,Name matches service pattern,rule-based + semantic analysis,65.45,2025-08-10T12:38:31.937355
EncounterTypeLockedException,EncounterTypeLockedException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
EventListeners,EventListeners,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
FormService,FormService,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
FormsLockedException,FormsLockedException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
allows,allows,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
GlobalPropertyListener,GlobalPropertyListener,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
IdentifierNotUniqueException,IdentifierNotUniqueException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
InsufficientIdentifiersException,InsufficientIdentifiersException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
InvalidActivationKeyException,InvalidActivationKeyException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
InvalidCharactersPasswordException,InvalidCharactersPasswordException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
InvalidCheckDigitException,InvalidCheckDigitException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
InvalidFileTypeException,InvalidFileTypeException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
InvalidIdentifierFormatException,InvalidIdentifierFormatException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
InvalidOperationOnObjectException,InvalidOperationOnObjectException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
LocationService,LocationService,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
defines,defines,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
MedicationDispenseService,MedicationDispenseService,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
any,any,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
MissingRequiredIdentifierException,MissingRequiredIdentifierException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
MissingRequiredPropertyException,MissingRequiredPropertyException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
of,of,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ObsService,ObsService,org.openmrs.api,True,0.9000000000000001,Class name 'ObsService' suggests service functionality,service,Name matches service pattern,rule-based + semantic analysis,65.45,2025-08-10T12:38:31.937355
any,any,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
any,any,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
to,to,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
to,to,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
to,to,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
OpenmrsPropertyConfig,OpenmrsPropertyConfig,org.openmrs.api,True,0.95,Class name 'OpenmrsPropertyConfig' suggests config functionality; Contains config-typical methods: propertySourcesPlaceholderConfigurer,config,"Name matches config pattern; Annotations: Configuration, Bean; Methods: propertySourcesPlaceholderConfigurer",rule-based + semantic analysis,65.45,2025-08-10T12:38:31.937355
to,to,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
OpenmrsService,OpenmrsService,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
OrderContext,OrderContext,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
of,of,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
OrderEntryException,OrderEntryException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
OrderNumberGenerator,OrderNumberGenerator,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
OrderService,OrderService,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
OrderSetService,OrderSetService,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
and,and,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
are,are,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
PasswordException,PasswordException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
PatientIdentifierException,PatientIdentifierException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
PatientIdentifierTypeLockedException,PatientIdentifierTypeLockedException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
PatientService,PatientService,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
name,name,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
PersonAttributeTypeLockedException,PersonAttributeTypeLockedException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
PersonService,PersonService,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ATTR_VIEW_TYPE,ATTR_VIEW_TYPE,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ProgramNameDuplicatedException,ProgramNameDuplicatedException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ProgramWorkflowService,ProgramWorkflowService,org.openmrs.api,True,0.9000000000000001,Class name 'ProgramWorkflowService' suggests service functionality,service,"Name matches service pattern; Annotations: Transactional, Transactional, Transactional, Transactional, Transactional",rule-based + semantic analysis,65.45,2025-08-10T12:38:31.937355
ProviderService,ProviderService,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
SerializationService,SerializationService,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
to,to,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
to,to,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
to,to,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
to,to,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ServiceNotFoundException,ServiceNotFoundException,org.openmrs.api,True,0.6000000000000001,Class name 'ServiceNotFoundException' suggests exception functionality,exception,Name matches exception pattern,rule-based + semantic analysis,65.45,2025-08-10T12:38:31.937355
ShortPasswordException,ShortPasswordException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
StorageService,StorageService,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
UnchangeableObjectException,UnchangeableObjectException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
UnchangeablePropertyException,UnchangeablePropertyException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
of,of,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
UserService,UserService,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ValidationException,ValidationException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
VisitService,VisitService,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
WeakPasswordException,WeakPasswordException,org.openmrs.api,False,0.95,Class appears to be correctly placed,org.openmrs.api,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
CacheConfig,CacheConfig,org.openmrs.api.cache,False,0.95,Class appears to be correctly placed,org.openmrs.api.cache,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
Authenticated,Authenticated,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
AuthenticationScheme,AuthenticationScheme,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
BasicAuthenticated,BasicAuthenticated,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
has,has,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
Context,Context,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
with,with,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
to,to,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
that,that,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
with,with,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
from,from,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
to,to,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ContextAuthenticationException,ContextAuthenticationException,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
Credentials,Credentials,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
allows,allows,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
Daemon,Daemon,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
and,and,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
to,to,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
to,to,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
used,used,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
DaemonThread,DaemonThread,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
for,for,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
DaoAuthenticationScheme,DaoAuthenticationScheme,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
should,should,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
is,is,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ServiceContext,ServiceContext,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
for,for,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
name,name,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ServiceContextHolder,ServiceContextHolder,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
of,of,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
of,of,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
of,of,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
of,of,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
of,of,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
from,from,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
loader,loader,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
loader,loader,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
loader,loader,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
not,not,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
loader,loader,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
loader,loader,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
loader,loader,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
loader,loader,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
loader,loader,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
name,name,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
should,should,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
per,per,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
UserContext,UserContext,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
UsernamePasswordAuthenticationScheme,UsernamePasswordAuthenticationScheme,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
UsernamePasswordCredentials,UsernamePasswordCredentials,org.openmrs.api.context,False,0.95,Class appears to be correctly placed,org.openmrs.api.context,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
AdministrationDAO,AdministrationDAO,org.openmrs.api.db,True,0.95,Semantic analysis suggests better fit in repository package,repository,"Name matches repository pattern; Methods: deleteGlobalProperty, saveGlobalProperty",rule-based + semantic analysis,65.45,2025-08-10T12:38:31.937355
ClobDatatypeStorage,ClobDatatypeStorage,org.openmrs.api.db,True,0.8,"Contains model-typical methods: getId, setId, getValue",model,"Annotations: Entity, Table, Id, Column, Column; Methods: getId, setId, getValue",rule-based + semantic analysis,65.45,2025-08-10T12:38:31.937355
CohortDAO,CohortDAO,org.openmrs.api.db,True,0.95,Semantic analysis suggests better fit in repository package,repository,Name matches repository pattern,rule-based + semantic analysis,65.45,2025-08-10T12:38:31.937355
ConceptDAO,ConceptDAO,org.openmrs.api.db,True,0.95,"Contains repository-typical methods: saveConcept, saveDrug",repository,"Name matches repository pattern; Methods: saveConcept, saveDrug",rule-based + semantic analysis,65.45,2025-08-10T12:38:31.937355
name,name,org.openmrs.api.db,False,0.95,Class appears to be correctly placed,org.openmrs.api.db,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
or,or,org.openmrs.api.db,False,0.95,Class appears to be correctly placed,org.openmrs.api.db,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
defines,defines,org.openmrs.api.db,False,0.95,Class appears to be correctly placed,org.openmrs.api.db,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
ConditionDAO,ConditionDAO,org.openmrs.api.db,True,0.95,Semantic analysis suggests better fit in repository package,repository,Name matches repository pattern,rule-based + semantic analysis,65.45,2025-08-10T12:38:31.937355
ContextDAO,ContextDAO,org.openmrs.api.db,True,0.95,Semantic analysis suggests better fit in repository package,repository,Name matches repository pattern,rule-based + semantic analysis,65.45,2025-08-10T12:38:31.937355
from,from,org.openmrs.api.db,False,0.95,Class appears to be correctly placed,org.openmrs.api.db,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
to,to,org.openmrs.api.db,False,0.95,Class appears to be correctly placed,org.openmrs.api.db,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
DAOException,DAOException,org.openmrs.api.db,False,0.95,Class appears to be correctly placed,org.openmrs.api.db,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
DatatypeDAO,DatatypeDAO,org.openmrs.api.db,False,0.95,Class appears to be correctly placed,org.openmrs.api.db,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
defines,defines,org.openmrs.api.db,False,0.95,Class appears to be correctly placed,org.openmrs.api.db,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
DiagnosisDAO,DiagnosisDAO,org.openmrs.api.db,True,0.95,Semantic analysis suggests better fit in repository package,repository,Name matches repository pattern,rule-based + semantic analysis,65.45,2025-08-10T12:38:31.937355
EncounterDAO,EncounterDAO,org.openmrs.api.db,True,0.95,"Contains repository-typical methods: saveEncounter, deleteEncounter, getEncounter",repository,"Name matches repository pattern; Methods: saveEncounter, deleteEncounter, getEncounter",rule-based + semantic analysis,65.45,2025-08-10T12:38:31.937355
FormDAO,FormDAO,org.openmrs.api.db,True,0.95,Contains repository-typical methods: saveForm,repository,"Name matches repository pattern; Methods: saveForm, deleteForm",rule-based + semantic analysis,65.45,2025-08-10T12:38:31.937355
LocationDAO,LocationDAO,org.openmrs.api.db,True,0.95,Contains repository-typical methods: saveLocation,repository,"Name matches repository pattern; Methods: saveLocation, deleteLocation, saveLocationTag",rule-based + semantic analysis,65.45,2025-08-10T12:38:31.937355
holds,holds,org.openmrs.api.db,False,0.95,Class appears to be correctly placed,org.openmrs.api.db,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
LoginCredential,LoginCredential,org.openmrs.api.db,False,0.95,Class appears to be correctly placed,org.openmrs.api.db,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
defines,defines,org.openmrs.api.db,False,0.95,Class appears to be correctly placed,org.openmrs.api.db,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
MedicationDispenseDAO,MedicationDispenseDAO,org.openmrs.api.db,True,0.95,Semantic analysis suggests better fit in repository package,repository,Name matches repository pattern,rule-based + semantic analysis,65.45,2025-08-10T12:38:31.937355
ObsDAO,ObsDAO,org.openmrs.api.db,True,0.95,"Contains repository-typical methods: saveObs, deleteObs, getObservationCount",repository,"Name matches repository pattern; Methods: saveObs, deleteObs, getObservationCount",rule-based + semantic analysis,65.45,2025-08-10T12:38:31.937355
for,for,org.openmrs.api.db,False,0.95,Class appears to be correctly placed,org.openmrs.api.db,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
OpenmrsDataDAO,OpenmrsDataDAO,org.openmrs.api.db,True,0.95,Semantic analysis suggests better fit in repository package,repository,Name matches repository pattern,rule-based + semantic analysis,65.45,2025-08-10T12:38:31.937355
for,for,org.openmrs.api.db,False,0.95,Class appears to be correctly placed,org.openmrs.api.db,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
OpenmrsMetadataDAO,OpenmrsMetadataDAO,org.openmrs.api.db,True,0.95,Semantic analysis suggests better fit in repository package,repository,Name matches repository pattern,rule-based + semantic analysis,65.45,2025-08-10T12:38:31.937355
for,for,org.openmrs.api.db,False,0.95,Class appears to be correctly placed,org.openmrs.api.db,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
OpenmrsObjectDAO,OpenmrsObjectDAO,org.openmrs.api.db,True,0.95,Semantic analysis suggests better fit in repository package,repository,Name matches repository pattern,rule-based + semantic analysis,65.45,2025-08-10T12:38:31.937355
should,should,org.openmrs.api.db,False,0.95,Class appears to be correctly placed,org.openmrs.api.db,No misplacement indicators found,llm+embedding,65.45,2025-08-10T12:38:31.937355
OrderDAO,OrderDAO,org.openmrs.api.db,True,0.95,"Contains repository-typical methods: saveOrder, deleteOrder",repository,"Name matches repository pattern; Methods: saveOrder, deleteOrder, deleteObsThatReference",rule-based + semantic analysis,65.45,2025-08-10T12:38:31.937355
